video_id,ts,tid,p_state,p_event,R,trigger
0,29068.078,5,0.000,0.000,0.000,0
0,29068.078,1,0.000,0.000,0.000,0
0,29068.178,5,0.000,0.000,0.000,0
0,29068.178,1,0.000,0.000,0.000,0
0,29068.246,5,0.000,0.000,0.000,0
0,29068.246,1,0.000,0.000,0.000,0
0,29068.346,5,0.000,0.000,0.000,0
0,29068.346,1,0.000,0.000,0.000,0
0,29068.446,5,0.000,0.000,0.000,0
0,29068.446,1,0.000,0.000,0.000,0
0,29068.546,5,0.000,0.000,0.000,0
0,29068.546,1,0.000,0.000,0.000,0
0,29068.646,5,0.000,0.000,0.000,0
0,29068.646,1,0.000,0.000,0.000,0
0,29068.746,5,0.000,0.000,0.000,0
0,29068.842,5,0.000,0.000,0.000,0
0,29068.942,5,0.000,0.000,0.000,0
0,29069.042,5,0.000,0.000,0.000,0
0,29069.042,1,0.000,0.000,0.000,0
0,29069.142,5,0.000,0.000,0.000,0
0,29069.142,1,0.000,0.000,0.000,0
0,29069.242,5,0.000,0.000,0.000,0
0,29069.242,1,0.000,0.000,0.000,0
0,29069.310,5,0.000,0.000,0.000,0
0,29069.374,5,0.000,0.000,0.000,0
0,29069.474,5,0.000,0.000,0.000,0
0,29069.542,5,0.000,0.000,0.000,0
0,29069.610,5,0.000,0.000,0.000,0
0,29069.674,5,0.000,0.000,0.000,0
0,29069.774,5,0.000,0.000,0.000,0
0,29069.842,5,0.000,0.000,0.000,0
0,29069.910,5,0.000,0.000,0.000,0
0,29069.910,1,0.000,0.000,0.000,0
0,29070.006,5,0.000,0.000,0.000,0
0,29070.006,1,0.000,0.000,0.000,0
0,29070.074,5,0.000,0.000,0.000,0
0,29070.142,5,0.000,0.000,0.000,0
0,29070.242,5,0.000,0.000,0.000,0
0,29070.306,5,0.000,0.000,0.000,0
0,29070.374,5,0.000,0.000,0.000,0
0,29070.442,5,0.000,0.000,0.000,0
0,29070.538,5,0.000,0.000,0.000,0
0,29070.606,5,0.000,0.000,0.000,0
0,29070.674,5,0.000,0.000,0.000,0
0,29070.774,5,0.000,0.000,0.000,0
0,29070.838,5,0.000,0.000,0.000,0
0,29070.906,5,0.000,0.000,0.000,0
0,29070.974,5,0.000,0.000,0.000,0
0,29071.070,5,0.000,0.000,0.000,0
0,29071.138,5,0.000,0.000,0.000,0
0,29071.138,7,0.000,0.000,0.000,0
0,29071.206,5,0.000,0.000,0.000,0
0,29071.206,7,0.000,0.000,0.000,0
0,29071.306,5,0.000,0.000,0.000,0
0,29071.306,7,0.000,0.000,0.000,0
0,29071.406,5,0.000,0.000,0.000,0
0,29071.506,5,0.000,0.000,0.000,0
0,29071.602,5,0.000,0.000,0.000,0
0,29071.702,5,0.000,0.000,0.000,0
0,29071.802,5,0.000,0.000,0.000,0
0,29071.902,5,0.000,0.000,0.000,0
0,29072.002,5,0.000,0.000,0.000,0
0,29072.102,5,0.000,0.000,0.000,0
0,29072.202,5,0.000,0.000,0.000,0
0,29072.302,5,0.000,0.000,0.000,0
0,29072.370,5,0.000,0.000,0.000,0
0,29072.434,5,0.000,0.000,0.000,0
0,29072.534,5,0.000,0.000,0.000,0
0,29072.602,5,0.000,0.000,0.000,0
0,29072.670,5,0.000,0.000,0.000,0
0,29072.766,5,0.000,0.000,0.000,0
0,29072.834,5,0.000,0.000,0.000,0
0,29072.902,5,0.000,0.000,0.000,0
0,29073.002,5,0.000,0.000,0.000,0
0,29073.066,5,0.000,0.000,0.000,0
0,29073.166,5,0.000,0.000,0.000,0
0,29073.234,5,0.000,0.000,0.000,0
0,29073.302,5,0.000,0.000,0.000,0
0,29073.398,5,0.000,0.000,0.000,0
0,29073.466,5,0.000,0.000,0.000,0
0,29073.534,5,0.000,0.000,0.000,0
0,29073.634,5,0.000,0.000,0.000,0
0,29073.698,5,0.000,0.000,0.000,0
0,29073.698,10,0.000,0.000,0.000,0
0,29073.798,5,0.000,0.000,0.000,0
0,29073.798,10,0.000,0.000,0.000,0
0,29073.866,5,0.000,0.000,0.000,0
0,29073.866,10,0.000,0.000,0.000,0
0,29073.930,5,0.000,0.000,0.000,0
0,29073.930,10,0.000,0.000,0.000,0
0,29074.030,5,0.000,0.000,0.000,0
0,29074.030,10,0.000,0.000,0.000,0
0,29074.098,5,0.000,0.000,0.000,0
0,29074.098,10,0.000,0.000,0.000,0
0,29074.166,5,0.000,0.000,0.000,0
0,29074.166,10,0.000,0.000,0.000,0
0,29074.266,5,0.000,0.000,0.000,0
0,29074.266,10,0.000,0.000,0.000,0
0,29074.366,5,0.000,0.000,0.000,0
0,29074.366,10,0.000,0.000,0.000,0
0,29074.462,5,0.000,0.000,0.000,0
0,29074.462,10,0.000,0.000,0.000,0
0,29074.562,5,0.000,0.000,0.000,0
0,29074.562,10,0.000,0.000,0.000,0
0,29074.662,5,0.000,0.000,0.000,0
0,29074.662,10,0.000,0.000,0.000,0
0,29074.762,5,0.000,0.000,0.000,0
0,29074.762,10,0.000,0.000,0.000,0
0,29074.862,5,0.000,0.000,0.000,0
0,29074.962,5,0.000,0.000,0.000,0
0,29075.062,5,0.000,0.000,0.000,0
0,29075.162,5,0.000,0.000,0.000,0
0,29075.262,5,0.000,0.000,0.000,0
0,29075.330,5,0.000,0.000,0.000,0
0,29075.330,10,0.000,0.000,0.000,0
0,29075.430,5,0.000,0.000,0.000,0
0,29075.430,10,0.000,0.000,0.000,0
0,29075.494,5,0.000,0.000,0.000,0
0,29075.494,10,0.000,0.000,0.000,0
0,29075.562,5,0.000,0.000,0.000,0
0,29075.662,5,0.000,0.000,0.000,0
0,29075.726,5,0.000,0.000,0.000,0
0,29075.826,5,0.000,0.000,0.000,0
0,29075.826,10,0.000,0.000,0.000,0
0,29075.894,5,0.000,0.000,0.000,0
0,29075.894,10,0.000,0.000,0.000,0
0,29075.962,5,0.000,0.000,0.000,0
0,29075.962,10,0.000,0.000,0.000,0
0,29076.062,5,0.000,0.000,0.000,0
0,29076.062,10,0.000,0.000,0.000,0
0,29076.126,5,0.000,0.000,0.000,0
0,29076.126,10,0.000,0.000,0.000,0
0,29076.226,5,0.000,0.000,0.000,0
0,29076.226,10,0.000,0.000,0.000,0
0,29076.294,5,0.000,0.000,0.000,0
0,29076.294,10,0.000,0.000,0.000,0
0,29076.394,5,0.000,0.000,0.000,0
0,29076.458,5,0.000,0.000,0.000,0
0,29076.526,5,0.000,0.000,0.000,0
0,29076.626,5,0.000,0.000,0.000,0
0,29076.694,5,0.000,0.000,0.000,0
0,29076.790,5,0.000,0.000,0.000,0
0,29076.858,5,0.000,0.000,0.000,0
0,29076.858,10,0.000,0.000,0.000,0
0,29076.926,5,0.000,0.000,0.000,0
0,29076.926,10,0.000,0.000,0.000,0
0,29077.026,5,0.000,0.000,0.000,0
0,29077.026,10,0.000,0.000,0.000,0
0,29077.090,5,0.000,0.000,0.000,0
0,29077.090,10,0.000,0.000,0.000,0
0,29077.158,5,0.000,0.000,0.000,0
0,29077.158,10,0.000,0.000,0.000,0
0,29077.258,5,0.000,0.000,0.000,0
0,29077.258,10,0.000,0.000,0.000,0
0,29077.358,5,0.000,0.000,0.000,0
0,29077.358,10,0.000,0.000,0.000,0
0,29077.458,5,0.000,0.000,0.000,0
0,29077.458,10,0.000,0.000,0.000,0
0,29077.558,5,0.000,0.000,0.000,0
0,29077.558,10,0.000,0.000,0.000,0
0,29077.658,5,0.000,0.000,0.000,0
0,29077.658,10,0.000,0.000,0.000,0
0,29077.722,5,0.000,0.000,0.000,0
0,29077.722,10,0.000,0.000,0.000,0
0,29077.822,5,0.000,0.000,0.000,0
0,29077.822,10,0.000,0.000,0.000,0
0,29077.922,5,0.000,0.000,0.000,0
0,29077.922,10,0.000,0.000,0.000,0
0,29078.022,5,0.000,0.000,0.000,0
0,29078.022,10,0.000,0.000,0.000,0
0,29078.122,5,0.000,0.000,0.000,0
0,29078.222,5,0.000,0.000,0.000,0
0,29078.322,5,0.000,0.000,0.000,0
0,29078.322,10,0.000,0.000,0.000,0
0,29078.390,5,0.000,0.000,0.000,0
0,29078.390,10,0.000,0.000,0.000,0
0,29078.454,5,0.000,0.000,0.000,0
0,29078.454,10,0.000,0.000,0.000,0
0,29078.586,5,0.000,0.000,0.000,0
0,29078.586,10,0.000,0.000,0.000,0
0,29078.654,5,0.000,0.000,0.000,0
0,29078.654,10,0.000,0.000,0.000,0
0,29078.722,5,0.000,0.000,0.000,0
0,29078.722,10,0.000,0.000,0.000,0
0,29078.822,5,0.000,0.000,0.000,0
0,29078.886,5,0.000,0.000,0.000,0
0,29078.886,10,0.000,0.000,0.000,0
0,29078.954,5,0.000,0.000,0.000,0
0,29078.954,10,0.000,0.000,0.000,0
0,29079.054,5,0.000,0.000,0.000,0
0,29079.054,10,0.000,0.000,0.000,0
0,29079.118,5,0.000,0.000,0.000,0
0,29079.118,10,0.000,0.000,0.000,0
0,29079.186,5,0.000,0.000,0.000,0
0,29079.186,10,0.000,0.000,0.000,0
0,29079.286,5,0.000,0.000,0.000,0
0,29079.286,10,0.000,0.000,0.000,0
0,29079.354,5,0.000,0.000,0.000,0
0,29079.418,5,0.000,0.000,0.000,0
0,29079.518,5,0.000,0.000,0.000,0
0,29079.518,10,0.000,0.000,0.000,0
0,29079.586,5,0.000,0.000,0.000,0
0,29079.586,10,0.000,0.000,0.000,0
0,29079.686,5,0.000,0.000,0.000,0
0,29079.686,10,0.000,0.000,0.000,0
0,29079.750,5,0.000,0.000,0.000,0
0,29079.750,10,0.000,0.000,0.000,0
0,29079.850,5,0.000,0.000,0.000,0
0,29079.850,10,0.000,0.000,0.000,0
0,29079.918,5,0.000,0.000,0.000,0
0,29079.918,10,0.000,0.000,0.000,0
0,29080.018,5,0.000,0.000,0.000,0
0,29080.018,10,0.000,0.000,0.000,0
0,29080.086,5,0.000,0.000,0.000,0
0,29080.086,10,0.000,0.000,0.000,0
0,29080.150,5,0.000,0.000,0.000,0
0,29080.150,10,0.000,0.000,0.000,0
0,29080.250,5,0.000,0.000,0.000,0
0,29080.250,10,0.000,0.000,0.000,0
0,29080.350,5,0.000,0.000,0.000,0
0,29080.350,10,0.000,0.000,0.000,0
0,29080.450,5,0.000,0.000,0.000,0
0,29080.450,10,0.000,0.000,0.000,0
0,29080.550,5,0.000,0.000,0.000,0
0,29080.550,10,0.000,0.000,0.000,0
0,29080.650,5,0.000,0.000,0.000,0
0,29080.650,10,0.000,0.000,0.000,0
0,29080.750,5,0.000,0.000,0.000,0
0,29080.750,10,0.000,0.000,0.000,0
0,29080.850,5,0.000,0.000,0.000,0
0,29080.850,10,0.000,0.000,0.000,0
0,29080.950,5,0.000,0.000,0.000,0
0,29080.950,10,0.000,0.000,0.000,0
0,29081.082,5,0.000,0.000,0.000,0
0,29081.082,10,0.000,0.000,0.000,0
0,29081.182,5,0.000,0.000,0.000,0
0,29081.182,10,0.000,0.000,0.000,0
0,29081.246,5,0.000,0.000,0.000,0
0,29081.246,10,0.000,0.000,0.000,0
0,29081.346,5,0.000,0.000,0.000,0
0,29081.346,10,0.000,0.000,0.000,0
0,29081.414,5,0.000,0.000,0.000,0
0,29081.414,10,0.000,0.000,0.000,0
0,29081.514,5,0.000,0.000,0.000,0
0,29081.514,10,0.000,0.000,0.000,0
0,29081.582,10,0.000,0.000,0.000,0
0,29081.646,10,0.000,0.000,0.000,0
0,29081.746,10,0.000,0.000,0.000,0
0,29081.814,10,0.000,0.000,0.000,0
0,29081.914,10,0.000,0.000,0.000,0
0,29081.978,10,0.000,0.000,0.000,0
0,29082.046,10,0.000,0.000,0.000,0
0,29082.146,10,0.000,0.000,0.000,0
0,29082.214,10,0.000,0.000,0.000,0
0,29082.314,10,0.000,0.000,0.000,0
0,29082.378,10,0.000,0.000,0.000,0
0,29082.446,10,0.000,0.000,0.000,0
0,29082.546,10,0.000,0.000,0.000,0
0,29082.610,10,0.000,0.000,0.000,0
0,29082.710,10,0.000,0.000,0.000,0
0,29082.778,10,0.000,0.000,0.000,0
0,29082.846,10,0.000,0.000,0.000,0
0,29082.942,10,0.000,0.000,0.000,0
0,29083.010,10,0.000,0.000,0.000,0
0,29083.010,5,0.000,0.000,0.000,0
0,29083.110,10,0.000,0.000,0.000,0
0,29083.110,5,0.000,0.000,0.000,0
0,29083.178,10,0.000,0.000,0.000,0
0,29083.178,5,0.000,0.000,0.000,0
0,29083.278,10,0.000,0.000,0.000,0
0,29083.278,5,0.000,0.000,0.000,0
0,29083.342,10,0.000,0.000,0.000,0
0,29083.342,5,0.000,0.000,0.000,0
0,29083.442,10,0.000,0.000,0.000,0
0,29083.442,5,0.000,0.000,0.000,0
0,29083.574,10,0.000,0.000,0.000,0
0,29083.574,5,0.000,0.000,0.000,0
0,29083.674,10,0.000,0.000,0.000,0
0,29083.674,5,0.000,0.000,0.000,0
0,29083.774,10,0.000,0.000,0.000,0
0,29083.774,5,0.000,0.000,0.000,0
0,29083.874,10,0.000,0.000,0.000,0
0,29083.874,5,0.000,0.000,0.000,0
0,29083.974,10,0.000,0.000,0.000,0
0,29083.974,5,0.000,0.000,0.000,0
0,29084.074,10,0.000,0.000,0.000,0
0,29084.074,5,0.000,0.000,0.000,0
0,29084.174,5,0.000,0.000,0.000,0
0,29084.274,5,0.000,0.000,0.000,0
0,29084.342,5,0.000,0.000,0.000,0
0,29084.342,10,0.000,0.000,0.000,0
0,29084.442,5,0.000,0.000,0.000,0
0,29084.442,10,0.000,0.000,0.000,0
0,29084.506,5,0.000,0.000,0.000,0
0,29084.506,10,0.000,0.000,0.000,0
0,29084.574,5,0.000,0.000,0.000,0
0,29084.574,10,0.000,0.000,0.000,0
0,29084.674,5,0.000,0.000,0.000,0
0,29084.674,10,0.000,0.000,0.000,0
0,29084.738,5,0.000,0.000,0.000,0
0,29084.738,10,0.000,0.000,0.000,0
0,29084.806,5,0.000,0.000,0.000,0
0,29084.806,10,0.000,0.000,0.000,0
0,29084.906,5,0.000,0.000,0.000,0
0,29084.974,5,0.000,0.000,0.000,0
0,29085.074,5,0.000,0.000,0.000,0
0,29085.074,10,0.000,0.000,0.000,0
0,29085.174,5,0.000,0.000,0.000,0
0,29085.174,10,0.000,0.000,0.000,0
0,29085.238,5,0.000,0.000,0.000,0
0,29085.238,10,0.000,0.000,0.000,0
0,29085.338,5,0.000,0.000,0.000,0
0,29085.338,10,0.000,0.000,0.000,0
0,29085.406,5,0.000,0.000,0.000,0
0,29085.406,10,0.000,0.000,0.000,0
0,29085.506,5,0.000,0.000,0.000,0
0,29085.506,10,0.000,0.000,0.000,0
0,29085.570,5,0.000,0.000,0.000,0
0,29085.570,10,0.000,0.000,0.000,0
0,29085.670,5,0.000,0.000,0.000,0
0,29085.670,10,0.000,0.000,0.000,0
0,29085.738,5,0.000,0.000,0.000,0
0,29085.738,10,0.000,0.000,0.000,0
0,29085.838,5,0.000,0.000,0.000,0
0,29085.838,10,0.000,0.000,0.000,0
0,29085.902,5,0.000,0.000,0.000,0
0,29085.902,10,0.000,0.000,0.000,0
0,29086.002,5,0.000,0.000,0.000,0
0,29086.002,10,0.000,0.000,0.000,0
0,29086.070,5,0.000,0.000,0.000,0
0,29086.070,10,0.000,0.000,0.000,0
0,29086.138,5,0.000,0.000,0.000,0
0,29086.138,10,0.000,0.000,0.000,0
0,29086.238,5,0.000,0.000,0.000,0
0,29086.238,10,0.000,0.000,0.000,0
0,29086.334,5,0.000,0.000,0.000,0
0,29086.334,10,0.000,0.000,0.000,0
0,29086.434,5,0.000,0.000,0.000,0
0,29086.434,10,0.000,0.000,0.000,0
0,29086.534,5,0.000,0.000,0.000,0
0,29086.534,10,0.000,0.000,0.000,0
0,29086.670,5,0.000,0.000,0.000,0
0,29086.770,5,0.000,0.000,0.000,0
0,29086.870,5,0.000,0.000,0.000,0
0,29086.870,10,0.000,0.000,0.000,0
0,29087.002,5,0.000,0.000,0.000,0
0,29087.002,10,0.000,0.000,0.000,0
0,29087.102,5,0.000,0.000,0.000,0
0,29087.102,10,0.000,0.000,0.000,0
0,29087.202,5,0.000,0.000,0.000,0
0,29087.202,10,0.000,0.000,0.000,0
0,29087.302,10,0.000,0.000,0.000,0
0,29087.366,10,0.000,0.000,0.000,0
0,29087.434,10,0.000,0.000,0.000,0
0,29087.534,10,0.000,0.000,0.000,0
0,29088.598,10,0.000,0.000,0.000,0
0,29088.698,10,0.000,0.000,0.000,0
0,29088.762,10,0.000,0.000,0.000,0
0,29088.862,10,0.000,0.000,0.000,0
0,29088.930,10,0.000,0.000,0.000,0
0,29089.030,10,0.000,0.000,0.000,0
0,29089.494,10,0.000,0.000,0.000,0
0,29089.594,10,0.000,0.000,0.000,0
0,29089.694,10,0.000,0.000,0.000,0
0,29091.722,10,0.000,0.000,0.000,0
0,29091.822,10,0.000,0.000,0.000,0
0,29091.890,10,0.000,0.000,0.000,0
0,29091.990,10,0.000,0.000,0.000,0
0,29092.090,10,0.000,0.000,0.000,0
0,29092.190,10,0.000,0.000,0.000,0
0,29092.422,10,0.000,0.000,0.000,0
0,29092.622,10,0.000,0.000,0.000,0
0,29092.786,10,0.000,0.000,0.000,0
0,29092.954,10,0.000,0.000,0.000,0
0,29093.122,10,0.000,0.000,0.000,0
0,29093.286,10,0.000,0.000,0.000,0
0,29093.386,10,0.000,0.000,0.000,0
0,29093.454,10,0.000,0.000,0.000,0
